premise,hypothesis,label,triplet_nr
A young man sitting on a rock on the shore of a body of water looking contemplative.,Young man skipping rocks,1,140466
A young man sitting on a rock on the shore of a body of water looking contemplative.,young man skydiving,2,140466
A young man sitting on a rock on the shore of a body of water looking contemplative.,Young man sitting outside,0,140466
A young boy jumping off a chair,A young girl jumping off a table.,2,140483
A young boy jumping off a chair,A young boy jumping.,0,140483
A young boy jumping off a chair,A boy jumping from chair to chair.,1,140483
A young man rides a coin operated ATV.,A young man's ride runs out of money and stops.,1,140527
A young man rides a coin operated ATV.,A young man rides an ATV.,0,140527
A young man rides a coin operated ATV.,A young man is riding a bicycle in the street.,2,140527
A man is holding a young baby.,Man holding baby.,0,140546
A man is holding a young baby.,A man tosses his baby in the air.,2,140546
A man is holding a young baby.,A brand new father holds his child.,1,140546
A chubby baby with an orange hat splashes in a shallow body of water.,the dog is green,2,140560
A chubby baby with an orange hat splashes in a shallow body of water.,the baby is in the water on its birthday,1,140560
A chubby baby with an orange hat splashes in a shallow body of water.,the baby is in the water,0,140560
"A tall person with long hair, brown sweater, white pants and a orange and white tote bag is hugging the girl with brown pant and long-sleeved shirt as they walk down the sidewalk.",The people are walking on opposite sides of the street.,2,140607
"A tall person with long hair, brown sweater, white pants and a orange and white tote bag is hugging the girl with brown pant and long-sleeved shirt as they walk down the sidewalk.",Tall person hugging girl,0,140607
"A tall person with long hair, brown sweater, white pants and a orange and white tote bag is hugging the girl with brown pant and long-sleeved shirt as they walk down the sidewalk.",A couple have drinks in a fancy restaurant.,2,140607
The white dog walks along the dead grass with its tongue out.,The dog is outside.,0,140639
The white dog walks along the dead grass with its tongue out.,The dog is sitting on a boat in the water.,2,140639
The white dog walks along the dead grass with its tongue out.,The dog is with his owner.,1,140639
Three teenagers are carrying wood down a street while one of the teenagers is smiling at the camera.,Teenagers gather wood to carry back to their house to keep warm.,1,140656
Three teenagers are carrying wood down a street while one of the teenagers is smiling at the camera.,Workers are bringing wood to the construction site.,2,140656
Three teenagers are carrying wood down a street while one of the teenagers is smiling at the camera.,Three teenagers are carry wood down a street.,0,140656
These three boys are trying to carry some wood.,There are three boys carrying something.,0,140664
These three boys are trying to carry some wood.,Some boys are carrying bundles,1,140664
These three boys are trying to carry some wood.,Two dudes carrying an anvil.,2,140664
A boy writes on the ground using white chalk.,A boy is sleeping.,2,140669
A boy writes on the ground using white chalk.,A boy uses white chalk,1,140669
A boy writes on the ground using white chalk.,A boy writes on the ground,0,140669
A young girl in pink is standing on a sidewalk looking at fancy dresses on display.,a dog eats dogs,2,140676
A young girl in pink is standing on a sidewalk looking at fancy dresses on display.,a young lady looks at dresses,0,140676
A young girl in pink is standing on a sidewalk looking at fancy dresses on display.,a young lady looks at dresses she will buy,1,140676
A man with his daughter sitting on a stroller in a supermarket.,A man and his daughter are shopping for dinner.,1,140690
A man with his daughter sitting on a stroller in a supermarket.,A man and his daughter are at the supermarket.,0,140690
A man with his daughter sitting on a stroller in a supermarket.,A mother and her son are shopping for the week.,2,140690
A man in a blue and yellow jacket holding a religious sign stands in a street with people behind him on the sidewalk.,A group of people are standing in the street with a man holding a sign.,0,140718
A man in a blue and yellow jacket holding a religious sign stands in a street with people behind him on the sidewalk.,the guy on the street held up a sign on a hot day,1,140718
A man in a blue and yellow jacket holding a religious sign stands in a street with people behind him on the sidewalk.,A woman in a pink jacket holds up an anti-theism poster by her lonesome.,2,140718
A group of children are playing Tug-of-War.,A group of kids are playing Tug-of-War.,0,140742
A group of children are playing Tug-of-War.,A group of men are playing Tug-of-War.,2,140742
A group of children are playing Tug-of-War.,A group of big children are playing Tug-of-War.,1,140742
Elementary school students play tug-of-war.,The students are playing outside with their friends.,1,140751
Elementary school students play tug-of-war.,The students are doing their homework.,2,140751
Elementary school students play tug-of-war.,The students are playing a game.,0,140751
"A little girl with blond-hair is wearing a dress and a hat that says ""Birthday Princess.""",The little girl is getting ready for her birthday party.,1,140804
"A little girl with blond-hair is wearing a dress and a hat that says ""Birthday Princess.""",Its the little girls birthday.,0,140804
"A little girl with blond-hair is wearing a dress and a hat that says ""Birthday Princess.""","The little girl with brown hair is wearing a shirt that says ""Birthday Princess.""",2,140804
A motorbike speeds down the street.,A bike sped down the street.,0,140806
A motorbike speeds down the street.,A bike goes slowly down the street.,1,140806
A motorbike speeds down the street.,The bike broke down,2,140806
A brown and white dog on the beach.,Two dogs are laying on the wood floor.,2,140849
A brown and white dog on the beach.,Two dogs are playing with each other.,1,140849
A brown and white dog on the beach.,Two are are outdoors.,0,140849
A man is trying to climb up a tall building with a rope.,A man is crawling under the brush.,2,140885
A man is trying to climb up a tall building with a rope.,A man is using rope to scale a building.,0,140885
A man is trying to climb up a tall building with a rope.,A man trying to climb Trump tower.,1,140885
Two teams are playing soccer while a crowd of people watch.,People watching a soccer match.,0,140915
Two teams are playing soccer while a crowd of people watch.,A group of cats watching a baseball game.,2,140915
Two teams are playing soccer while a crowd of people watch.,People watching a championship soccer match.,1,140915
"A man is sitting in front of a harpsichord, and a woman is preparing to sing.",a man plays the harpsichord to drown out a woman's terrible singing,1,140920
"A man is sitting in front of a harpsichord, and a woman is preparing to sing.",a boy covers his ears,2,140920
"A man is sitting in front of a harpsichord, and a woman is preparing to sing.",woman singing while a man sits by a harpsichord,0,140920
"A youth with a black shirt that says ""Asian Pacific 2007"" plays a drum while sitting.",Only one person is playing a ukelele.,2,140925
"A youth with a black shirt that says ""Asian Pacific 2007"" plays a drum while sitting.",Someone is playing a hand drum.,1,140925
"A youth with a black shirt that says ""Asian Pacific 2007"" plays a drum while sitting.",Someone is drumming.,0,140925
Someone is surfing along a wave with someone else swimming nearby.,The person that is surfing is trying to save someone.,1,140938
Someone is surfing along a wave with someone else swimming nearby.,Someone is surfing.,0,140938
Someone is surfing along a wave with someone else swimming nearby.,A dog is eating an avocado.,2,140938
A man in blue competes against a man in white during a taekwondo match.,Two men are surrounded by watchers.,1,140945
A man in blue competes against a man in white during a taekwondo match.,Two men are in a competition match.,0,140945
A man in blue competes against a man in white during a taekwondo match.,There are 4 men competing with each other.,2,140945
A boy jumps on a stone footing next to a lake.,There is a boy next to the lake.,0,140952
A boy jumps on a stone footing next to a lake.,The boy is not next to a lake.,2,140952
A boy jumps on a stone footing next to a lake.,A little girl is skipping through a field.,2,140952
Two young people are approached by a flamboyant young woman dressed in a red bikini and a red feathered headress.,There is a flamboyantly dressed young woman.,0,141017
Two young people are approached by a flamboyant young woman dressed in a red bikini and a red feathered headress.,The people are at Coachella.,1,141017
Two young people are approached by a flamboyant young woman dressed in a red bikini and a red feathered headress.,An odd woman is running in the park.,2,141017
The girl in the salmon colored bikini is standing next to two young people; one is wearing a black outfit and the other is drinking pop.,The person in the black outfit things the bikini girl is attractive.,1,141024
The girl in the salmon colored bikini is standing next to two young people; one is wearing a black outfit and the other is drinking pop.,Three people are standing around.,0,141024
The girl in the salmon colored bikini is standing next to two young people; one is wearing a black outfit and the other is drinking pop.,One lady wears a swimming suit.,0,141024
A brown dog is holding a pink shirt in the snow.,A dog holding a stick in the sand.,2,141053
A brown dog is holding a pink shirt in the snow.,A dog in the snow.,0,141053
A brown dog is holding a pink shirt in the snow.,A dog holding his owners dropped shirt for him in the snow.,1,141053
A woman holds a young boy who has a wooden spoon in his mouth.,She held the boy.,0,141065
A woman holds a young boy who has a wooden spoon in his mouth.,She is his mother.,1,141065
A woman holds a young boy who has a wooden spoon in his mouth.,The woman was holding her daughter.,2,141065
People in transitional Indian dress attire are bathing in a river.,The people of India come to the river to bathe and wash clothes.,1,141076
People in transitional Indian dress attire are bathing in a river.,An elephant carries a log on a plantation.,2,141076
People in transitional Indian dress attire are bathing in a river.,People in a river.,0,141076
Hockey goalie is reaching towards the puck.,The goalie is blocking the puck from the goal.,1,141079
Hockey goalie is reaching towards the puck.,The goalie raises his stick at another player.,2,141079
Hockey goalie is reaching towards the puck.,Hockey player is reaching for the puck.,0,141079
An older lady teacher talking to young students who are in uniform in front of the classroom building.,The class is going on a fieldtrip.,1,141099
An older lady teacher talking to young students who are in uniform in front of the classroom building.,A lady is wearing a dress.,1,141099
An older lady teacher talking to young students who are in uniform in front of the classroom building.,Several student are standing in line while an old lady principle inspects their school uniforms,1,141099
Two schoolgirls are talking to a woman.,Two girls are talking to a woman.,0,141103
Two schoolgirls are talking to a woman.,The girls are twins.,1,141103
Two schoolgirls are talking to a woman.,The woman is their sister.,2,141103
A group of people are gathered outside.,The people are playing volleyball.,2,141115
A group of people are gathered outside.,They are waiting for a game to begin.,1,141115
A group of people are gathered outside.,There are some people outside.,0,141115
A cooking staff working and preparing a meal.,A man is buying food at McDonald's.,2,141139
A cooking staff working and preparing a meal.,cooks make oatmeal for oatmeal lovers,1,141139
A cooking staff working and preparing a meal.,Cooks are making roast chicken and potatoes.,1,141139
An Indian man is scratching the back of his head while thinking.,A man contemplates a question on an exam in the class he is taking.,1,141181
An Indian man is scratching the back of his head while thinking.,A man is scratching his head.,0,141181
An Indian man is scratching the back of his head while thinking.,This guy has an itch.,1,141181
"A woman with red dreadlocks is standing at a work station, wearing a floral shirt and a denim apron.",A woman is standing at a work station.,0,141192
"A woman with red dreadlocks is standing at a work station, wearing a floral shirt and a denim apron.",A woman is running after the car that ran over her dog.,2,141192
"A woman with red dreadlocks is standing at a work station, wearing a floral shirt and a denim apron.",A woman is waiting on her boss to deliver flowers.,1,141192
Two men are talking to each other in the middle of a room.,They are talking amongst themselves.,0,141220
Two men are talking to each other in the middle of a room.,They are chatting.,1,141220
Two men are talking to each other in the middle of a room.,They are in silence.,2,141220
A motocross rider does a jump in the woods.,A motocross rider jumps his motorcycle.,0,141224
A motocross rider does a jump in the woods.,A motocross rider jumps his motorcycle at a motocross race.,1,141224
A motocross rider does a jump in the woods.,A motocross rider stops because of a flat tire.,2,141224
A cat sits atop a sign looking down at the people below.,A cat has climbed a stop sign.,1,141248
A cat sits atop a sign looking down at the people below.,A cat couldn't make it to the top of the sign.,2,141248
A cat sits atop a sign looking down at the people below.,An animal is perched on a sign post.,0,141248
A large black gorilla peers down at a group of young people from above while the peer inside his enclosure from below.,The young people are at the San Diego Zoo.,1,141258
A large black gorilla peers down at a group of young people from above while the peer inside his enclosure from below.,The gorilla is sleeping in a tree.,2,141258
A large black gorilla peers down at a group of young people from above while the peer inside his enclosure from below.,The gorilla is above the young people.,0,141258
A group of three friends are conversing inside of a home.,Some friends talk over dinner.,1,141260
A group of three friends are conversing inside of a home.,Some friends are shopping at the mall.,2,141260
A group of three friends are conversing inside of a home.,Three friends chat.,0,141260
A man and a woman stopped on the sidewalk looking at something with their eyes big and wide.,The man and woman gaze up at a hot air balloon.,1,141265
A man and a woman stopped on the sidewalk looking at something with their eyes big and wide.,A couple is outside.,0,141265
A man and a woman stopped on the sidewalk looking at something with their eyes big and wide.,A man and a woman look at something big.,1,141265
A man and a woman stopped on the sidewalk looking at something with their eyes big and wide.,The man wipes down the bar.,2,141266
A man and a woman stopped on the sidewalk looking at something with their eyes big and wide.,A man and woman notice something inside a museum.,2,141266
A man and a woman stopped on the sidewalk looking at something with their eyes big and wide.,A man and woman pause to look at a rare squirrel.,1,141266
Two teenagers playing cricket on a field.,The teens are playing cricket.,0,141282
Two teenagers playing cricket on a field.,The two teens are boys.,1,141282
Two teenagers playing cricket on a field.,The two teens are roller skating.,2,141282
A person reads to a group of boys.,"There are multiple people, at least some of whom are male.",0,141293
A person reads to a group of boys.,The boys are running in the park.,2,141293
A person reads to a group of boys.,A tall person reading,1,141293
A man climbing a snowy mountain.,a man climbing a mountain,0,141302
A man climbing a snowy mountain.,a woman climbing a mountain,2,141302
A man climbing a snowy mountain.,a young man climbing a mountain,1,141302
A boy and girl are placing a red blindfold over a woman's eyes.,The women is getting blindfolded.,0,141307
A boy and girl are placing a red blindfold over a woman's eyes.,The woman is by herself.,2,141307
A boy and girl are placing a red blindfold over a woman's eyes.,They are playing a game at one of the children's birthday party.,1,141307
a woman and 2 boys playing with kites next to a lake,The woman is driving down the road.,2,141317
a woman and 2 boys playing with kites next to a lake,The boys arr flying kites while fishing.,1,141317
a woman and 2 boys playing with kites next to a lake,There are people playing with kites outside.,0,141317
An Ohio State team mascot performs on the field.,The mascot is for the home team.,1,141379
An Ohio State team mascot performs on the field.,The mascot will perform at a symphony.,2,141379
An Ohio State team mascot performs on the field.,The mascot is outside.,0,141379
a brown and black dog running on a shore near the beach.,A brown and black dog are running on a shore near the beach after a man.,1,141383
a brown and black dog running on a shore near the beach.,A dog is running through the ocean.,1,141383
a brown and black dog running on a shore near the beach.,Two dogs are watching television.,2,141383
Four school children walk to school wearing warm apparel.,People are walking outside.,0,141390
Four school children walk to school wearing warm apparel.,Four friend walking to school in the winter.,1,141390
Four school children walk to school wearing warm apparel.,Four children in shorts are playing a game inside.,2,141390
Man rowing a boat.,Someone rowing a boat in a river.,1,141391
Man rowing a boat.,A man in his boat.,0,141391
Man rowing a boat.,A captain sailing his ship on the sea.,2,141391
A girl toddler is sitting on the grass.,A little girl is inside sitting at the table.,2,141392
A girl toddler is sitting on the grass.,A child is outside.,0,141392
A girl toddler is sitting on the grass.,A child is having a picnic.,1,141392
"A young woman with a sign saying ""free hugs"" is hugging a man in a denim jacket.",The woman is attracted to the man.,1,141399
"A young woman with a sign saying ""free hugs"" is hugging a man in a denim jacket.",Two women are hugging.,2,141399
"A young woman with a sign saying ""free hugs"" is hugging a man in a denim jacket.",Two people are hugging.,0,141399
"A man, in a black sweater, fishing.",The man is wearing a white shirt,2,141408
"A man, in a black sweater, fishing.",The man is in a boat,1,141408
"A man, in a black sweater, fishing.",The man is fishing,0,141408
Women in a red hat drinking a beer.,Women in big red hats drinking foreign beers.,1,141426
Women in a red hat drinking a beer.,Men drinking liquor.,2,141426
Women in a red hat drinking a beer.,Women in hats drink beverages.,0,141426
Two men laying red bricks to form a chimney.,The men are breaking the chimney apart.,2,141432
Two men laying red bricks to form a chimney.,The men are building a chimney.,0,141432
Two men laying red bricks to form a chimney.,The men are building a tall chimney.,1,141432
A group of people putting on layers of clothes for the cold winter.,A group of people are getting dressed to go play in the snow.,1,141452
A group of people putting on layers of clothes for the cold winter.,People are dressing for the winter.,0,141452
A group of people putting on layers of clothes for the cold winter.,A person is basking in the sun by the ocean.,2,141452
Two girls clean the glass windows of an entryway while another woman speaks to them.,Two girls cleaning glass while a woman speaks to them.,0,141530
Two girls clean the glass windows of an entryway while another woman speaks to them.,Two girls wearing scarves cleaning glass while a woman speaks to them.,1,141530
Two girls clean the glass windows of an entryway while another woman speaks to them.,Two boys cleaning glass while a woman speaks to them.,2,141530
"Two runners, one black and one white, are on the track running very close in competition.",Two runners competing against others in an indoor racing competition.,1,141551
"Two runners, one black and one white, are on the track running very close in competition.",Two runners relaxing in a tent after their race.,2,141551
"Two runners, one black and one white, are on the track running very close in competition.","Two runners, one wearing black and one wearing white running in a race down a track outside.",1,141551
Young girls hold ribbons attached to a central basket.,Young girls are dancing around a basket.,1,141632
Young girls hold ribbons attached to a central basket.,Colorful ribbons extend from a basket to the girls.,0,141632
Young girls hold ribbons attached to a central basket.,Young girls hold hands around a campfire.,2,141632
A man in a blue checkered shirt is cutting a chocolate birthday cake.,A man is cutting a cake,0,141685
A man in a blue checkered shirt is cutting a chocolate birthday cake.,The man is celebrating his 50th birthday.,1,141685
A man in a blue checkered shirt is cutting a chocolate birthday cake.,A man is cutting a cake for his wife's birthday.,1,141685
A man in a blue checkered shirt is cutting a chocolate birthday cake.,The woman is eating a banana split.,2,141686
A man in a blue checkered shirt is cutting a chocolate birthday cake.,"It is the man's birthday Friday, but he is having his party early.",1,141686
A man in a blue checkered shirt is cutting a chocolate birthday cake.,A man is eating birthday cake,2,141686
An old woman in front of an old fashioned machine with thread.,This old lady washing her cloth.,2,141718
An old woman in front of an old fashioned machine with thread.,This old lady trying something with old machine.,1,141718
An old woman in front of an old fashioned machine with thread.,Old woman is standing alone,0,141718
Group of people having a great fun on the streets of their city with balloons and flags.,Group of people celebrating a holiday in the city streets.,1,141726
Group of people having a great fun on the streets of their city with balloons and flags.,Group of people playing paintball in the woods.,2,141726
Group of people having a great fun on the streets of their city with balloons and flags.,People playing in the streets with flags and balloons.,0,141726
Man in blue shirt with the number 78 on the back walking down that street.,A man wearing a jersey walks down the street.,1,141731
Man in blue shirt with the number 78 on the back walking down that street.,A woman wearing a basketball jersey walks along.,2,141731
Man in blue shirt with the number 78 on the back walking down that street.,A person wearing a numbered shirt walks.,0,141731
The active lady here is enjoying rock climbing in the mountains.,The active lady here is enjoying rock climbing.,0,141763
The active lady here is enjoying rock climbing in the mountains.,The active lady here is hating rock climbing in the mountains.,2,141763
The active lady here is enjoying rock climbing in the mountains.,The active lady here is enjoying rock climbing in the snowy mountains.,1,141763
A group of friends are fishing off the loading ramp,Some people are gathered outside.,0,141776
A group of friends are fishing off the loading ramp,Everyone has a fishing pole.,1,141776
A group of friends are fishing off the loading ramp,Many people are fighting each other in a streetfight.,2,141776
A group of cyclists are racing.,The cyclists are wearing athletic gear.,1,141809
A group of cyclists are racing.,The cyclists are relaxing after finishing a race.,2,141809
A group of cyclists are racing.,The cyclists are having a race.,0,141809
Two girls are sitting in front of a statue.,two girls are cooking marshmallows over a campfire,2,141810
Two girls are sitting in front of a statue.,two girls are in front of a statue,0,141810
Two girls are sitting in front of a statue.,two girls are in front of the statue of liberty,1,141810
Young girl working on homework at fast food restaurant.,A person sits indoors.,0,141822
Young girl working on homework at fast food restaurant.,A girl sits at a restaurant table.,1,141822
Young girl working on homework at fast food restaurant.,A girl sits at the bus stop.,2,141822
A child being held over the head of an adult.,this is the childs favorite game,1,141887
A child being held over the head of an adult.,the child is being held over the adults head,0,141887
A child being held over the head of an adult.,the child is throwing a tantrum on the ground because he wants to go home,2,141887
Various people enjoying lunch in a cafeteria.,Some people are seated,0,141896
Various people enjoying lunch in a cafeteria.,The servers are wearing tuxedos,2,141896
Various people enjoying lunch in a cafeteria.,Some people are wearing nurse uniforms.,1,141896
"A woman is riding a bicycle in her underwear with ""No Oil"" painted on her chest.",the woman is sexy,1,141914
"A woman is riding a bicycle in her underwear with ""No Oil"" painted on her chest.",the woman is asleep at home,2,141914
"A woman is riding a bicycle in her underwear with ""No Oil"" painted on her chest.",a woman rides a bike,0,141914
Two men wearing hats and holding canes are standing silhouetted against a large body of water with sunlight reflecting off the water and a tree to the side.,Two men are standing side by side.,1,141926
Two men wearing hats and holding canes are standing silhouetted against a large body of water with sunlight reflecting off the water and a tree to the side.,Two men wearing hats and holding pipes are standing  against  a tree to the side.,1,141926
Two men wearing hats and holding canes are standing silhouetted against a large body of water with sunlight reflecting off the water and a tree to the side.,The men enjoyed the outdoors.,0,141926
A man climbing a rock.,This man is into rock-climbing as a sport.,1,141954
A man climbing a rock.,Someone does rock-climbing.,0,141954
A man climbing a rock.,A man lies dead on the sidewalk.,2,141954
A tall white dog sits and watches a small black dog run around him in the snow.,A dog runs around another dog in the snow.,1,141973
A tall white dog sits and watches a small black dog run around him in the snow.,A small black dog runs circles in the snow around a sitting tall white dog.,0,141973
A tall white dog sits and watches a small black dog run around him in the snow.,Two dogs sleep in the snow.,2,141973
The man is holding onto his food cart in the street.,the man on the street,0,141989
The man is holding onto his food cart in the street.,A man holds on to the only source of income.,1,141989
The man is holding onto his food cart in the street.,A man pushes his cart into on coming traffic,2,141989
Street acrobats turning flips while a group of people staring with amazement on their faces.,The acrobats are walking while people watch.,2,142005
Street acrobats turning flips while a group of people staring with amazement on their faces.,The acrobats are flipping for a competition while people watch.,1,142005
Street acrobats turning flips while a group of people staring with amazement on their faces.,The acrobats are doing flips while people are watching.,0,142005
A young girl in a blue shirt with blue jean shorts is grasping the top of a white cinder block wall.,A funny human grasping.,1,142021
A young girl in a blue shirt with blue jean shorts is grasping the top of a white cinder block wall.,Nobody is grasping.,2,142021
A young girl in a blue shirt with blue jean shorts is grasping the top of a white cinder block wall.,A human grasping.,0,142021
A little person is holding a yellow flag with a red logo on it.,The person is holding a pink banner.,2,142025
A little person is holding a yellow flag with a red logo on it.,A small person is holding a flag.,0,142025
A little person is holding a yellow flag with a red logo on it.,A person is holding the flag that will start the car race.,1,142025
"Several people, of various ages and clothing styles, stand near a sidewalk.",Several neighbors have gathered on the street.,1,142042
"Several people, of various ages and clothing styles, stand near a sidewalk.",Several people are standing outside.,0,142042
"Several people, of various ages and clothing styles, stand near a sidewalk.",Several people are seated at a restaurant,2,142042
A woman in a floral patterned blouse takes a photograph with a point and shoot digital camera.,A woman in a floral patterned blouse taking a photo with an expensive point and shoot camera.,0,142057
A woman in a floral patterned blouse takes a photograph with a point and shoot digital camera.,A female wearing a green dress pointing down at ducks in a pond.,2,142057
A woman in a floral patterned blouse takes a photograph with a point and shoot digital camera.,A female professional photographer wearing a flower patterned blouse taking a photo of a wedding with a cannon digital camera.,1,142057
"A man in a tattered shirt and pants, sitting on a chair and weaving something.",The man is wearing old clothing.,0,142070
"A man in a tattered shirt and pants, sitting on a chair and weaving something.",The man is making a basket.,1,142070
"A man in a tattered shirt and pants, sitting on a chair and weaving something.",the man is a basket maker,1,142070
"A long-haired, bearded young skateboarder does a stunt on a skateboarding surface.",A star skateboarder does his first ever stunt.,1,142109
"A long-haired, bearded young skateboarder does a stunt on a skateboarding surface.",A human does a skateboard trick.,0,142109
"A long-haired, bearded young skateboarder does a stunt on a skateboarding surface.",A woman falls off a skateboard.,2,142109
A group of people sit on and in front of a graffiti covered wall.,A group of people sit on a graffiti covered wall.,0,142117
A group of people sit on and in front of a graffiti covered wall.,A group of people sit around a painted wall.,1,142117
A group of people sit on and in front of a graffiti covered wall.,A group of people writing graffiti.,2,142117
a boy enjoys a rain shower.,A girl is riding her bike in the sun.,2,142141
a boy enjoys a rain shower.,A boy is playing in the rain.,0,142141
a boy enjoys a rain shower.,A boy is jumping in a puddle.,1,142141
Two chefs cook Asian food in woks in a large kitchen filled with smoke.,There is food being made in the restuarant.,1,142171
Two chefs cook Asian food in woks in a large kitchen filled with smoke.,A couple of chefs are cooking food.,0,142171
Two chefs cook Asian food in woks in a large kitchen filled with smoke.,A couple is waiting for thier dinner.,2,142171
"Outside asian festival with white words on red banners, a stage of judges behind a row of red flowers with lots of asian people standing by.",The banners are solid colored.,2,142182
"Outside asian festival with white words on red banners, a stage of judges behind a row of red flowers with lots of asian people standing by.",People mill around at an outdoor Asian festival where judges sit on a stage behind a row of red flowers.,0,142182
"Outside asian festival with white words on red banners, a stage of judges behind a row of red flowers with lots of asian people standing by.",The people are watching a competition.,1,142182
There are three fully clothed women laying on the beach together with a man nearby as well.,Four people attempt to enjoy the beach in the winter,1,142191
There are three fully clothed women laying on the beach together with a man nearby as well.,The three women are enjoying their time,1,142191
There are three fully clothed women laying on the beach together with a man nearby as well.,A group of people climb a mountain,2,142191
Barefoot woman makes purchase from street cart.,A woman stares at the shelves of the grocery store.,2,142210
Barefoot woman makes purchase from street cart.,A woman buys an apple from an outdoor vendor.,1,142210
Barefoot woman makes purchase from street cart.,A woman is shopping outdoors.,0,142210
A man on a green bench is talking on his cellphone.,A man is outside on a phone.,0,142242
A man on a green bench is talking on his cellphone.,a man napping,2,142242
A man on a green bench is talking on his cellphone.,Many people enjoy technology.,1,142242
"One African-American male in a white and red T-shirt is using an electric shaver to shave another, seated, African-American male's head.",A barber is finishing up shaving a customer's head for the first time that day.,1,142251
"One African-American male in a white and red T-shirt is using an electric shaver to shave another, seated, African-American male's head.",Two little girls pretend to cut their Barbie doll's hair.,2,142251
"One African-American male in a white and red T-shirt is using an electric shaver to shave another, seated, African-American male's head.",One man is standing and shaving another man's head.,0,142251
A man pushes a baby in a carriage on the beach.,The man and the baby are in Antartica.,2,142263
A man pushes a baby in a carriage on the beach.,The man is exerting force on an object.,0,142263
A man pushes a baby in a carriage on the beach.,The man is a father.,1,142263
The Orient Hotel on an empty street at night.,The Orient Hotel is located in the city.,1,142271
The Orient Hotel on an empty street at night.,The Orient Hotel sits in a field.,2,142271
The Orient Hotel on an empty street at night.,The Orient Hotel is open for business.,1,142271
A man reads in a microphone while another plays the saw.,Two men are performing.,0,142293
A man reads in a microphone while another plays the saw.,A mime troupe is performing.,2,142293
A man reads in a microphone while another plays the saw.,A band is on stage performing.,1,142293
Four firefighters in yellow helmets direct a hose.,Firefighters are trying to put out a fire.,1,142337
Four firefighters in yellow helmets direct a hose.,Policemen with glasses direct traffic.,2,142337
Four firefighters in yellow helmets direct a hose.,Firefighters in helmets direct a hose.,0,142337
An avid skateboarder showing off his skills.,A male is skateboarding.,0,142361
An avid skateboarder showing off his skills.,A woman is skateboarding.,2,142361
An avid skateboarder showing off his skills.,Tony Hawk is skateboarding.,1,142361
A shirtless man climbs a wall in nature.,A man is climbing a mountain.,1,142378
A shirtless man climbs a wall in nature.,A man climbs.,0,142378
A shirtless man climbs a wall in nature.,A man is climbing an indoor rock wall.,2,142378
"Several people are behind a fence, watching a nighttime construction crew working on a road.",Supervisors are monitoring a crew as the work.,1,142393
"Several people are behind a fence, watching a nighttime construction crew working on a road.",The people are getting too close to the construction workers.,2,142393
"Several people are behind a fence, watching a nighttime construction crew working on a road.",Several people watch a construction crew from their house window.,2,142393
A female police officer in a cap and navy uniform smiles while wearing sunglasses outside of a shop.,a cat is sleeping on a pair of sunglesses that a woman is wearing,2,142411
A female police officer in a cap and navy uniform smiles while wearing sunglasses outside of a shop.,A female navy member,0,142411
A female police officer in a cap and navy uniform smiles while wearing sunglasses outside of a shop.,A women on leave from the navy,1,142411
"Four men, two in work cloths, are relaxing and taking a rest break.",The men are on a work break.,0,142437
"Four men, two in work cloths, are relaxing and taking a rest break.",The men have been working all day.,1,142437
"Four men, two in work cloths, are relaxing and taking a rest break.",There are 7 men dancing in the street.,2,142437
Two women wearing short skirts and high heeled shoes talking to a man.,Two women are making money.,2,142445
Two women wearing short skirts and high heeled shoes talking to a man.,Two women are wearing clothes.,1,142445
Two women wearing short skirts and high heeled shoes talking to a man.,Two women are talking to a man.,0,142445
People walk on a sidewalk next to tram tracks.,People walk near some tram tracks.,0,142482
People walk on a sidewalk next to tram tracks.,People are trying to beat the tram to a location.,1,142482
People walk on a sidewalk next to tram tracks.,People are swimming in the middle of the ocean.,2,142482
An older man wearing shorts and t-shirt pushes a baby stroller as he walks in front of two women wearing hats.,An older man has white shorts.,1,142500
An older man wearing shorts and t-shirt pushes a baby stroller as he walks in front of two women wearing hats.,An young man has shorts.,2,142500
An older man wearing shorts and t-shirt pushes a baby stroller as he walks in front of two women wearing hats.,A man passes by two women.,0,142500
People using crosswalk on big city street.,The people are crossing the street.,0,142504
People using crosswalk on big city street.,There is heavy traffic on the street.,1,142504
People using crosswalk on big city street.,People are riding horses on the street.,2,142504
A man rides his motorcycle down the street.,The man is driving a motorbike.,0,142525
A man rides his motorcycle down the street.,The man is driving a car.,2,142525
A man rides his motorcycle down the street.,The man is doing the speed limit.,1,142525
A female street vendor is standing inside her kiosks which appears to sell a variety of foreign and handmade snacks.,A female street vendor is standing inside her food truck.,0,142534
A female street vendor is standing inside her kiosks which appears to sell a variety of foreign and handmade snacks.,A female street vendor is outside.,2,142534
A female street vendor is standing inside her kiosks which appears to sell a variety of foreign and handmade snacks.,A woman sells snacks on the street.,0,142534
This man is doing some kind of ritual.,A man is attempting to sing.,2,142550
This man is doing some kind of ritual.,A man is perofrming a cermony.,0,142550
This man is doing some kind of ritual.,A man is worshiping his god.,1,142550
A band playing in a bar in front of a crowd.,The band plays to the crowd in the establishment.,0,142565
A band playing in a bar in front of a crowd.,A band is loading its gear into a truck.,2,142565
A band playing in a bar in front of a crowd.,REM is playing to a raucous gathering in the bar on campus.,1,142565
One dog playing with a blond girl.,An animal is playing fetch with a child.,1,142616
One dog playing with a blond girl.,A cat is chasing a rat.,2,142616
